"Id";"Edad";"Producto";"Diseno";"Puntaje"
311;"Joven";"Chocolate";"DisenoColor";1
312;"Nino";"Caramelos";"PackPro";6
312;"Nino";"Caramelos";"KoolDesign";2
312;"Nino";"Caramelos";"LaKajita";4
312;"Nino";"Caramelos";"DisenoColor";6
313;"Adulto";"Chocolate";"PackPro";2
313;"Adulto";"Chocolate";"KoolDesign";6
313;"Adulto";"Chocolate";"LaKajita";4
313;"Adulto";"Chocolate";"DisenoColor";3
314;"Adulto";"Queque";"PackPro";2
314;"Adulto";"Queque";"KoolDesign";6
314;"Adulto";"Queque";"LaKajita";7
314;"Adulto";"Queque";"DisenoColor";1
315;"Adulto";"Galletas";"PackPro";2
315;"Adulto";"Galletas";"KoolDesign";6
315;"Adulto";"Galletas";"LaKajita";2
315;"Adulto";"Galletas";"DisenoColor";3
316;"Joven";"Cuchufli";"PackPro";5
316;"Joven";"Cuchufli";"KoolDesign";3
316;"Joven";"Cuchufli";"LaKajita";2
316;"Joven";"Cuchufli";"DisenoColor";4
317;"Joven";"Caramelos";"PackPro";5
317;"Joven";"Caramelos";"KoolDesign";3
317;"Joven";"Caramelos";"LaKajita";3
317;"Joven";"Caramelos";"DisenoColor";4
318;"Nino";"Galletas";"PackPro";5
318;"Nino";"Galletas";"KoolDesign";3
318;"Nino";"Galletas";"LaKajita";3
318;"Nino";"Galletas";"DisenoColor";2
319;"Nino";"Queque";"PackPro";6
319;"Nino";"Queque";"KoolDesign";2
319;"Nino";"Queque";"LaKajita";5
319;"Nino";"Queque";"DisenoColor";3
320;"Adulto";"Alfajor";"PackPro";2
320;"Adulto";"Alfajor";"KoolDesign";6
320;"Adulto";"Alfajor";"LaKajita";5
320;"Adulto";"Alfajor";"DisenoColor";2
321;"Nino";"Caramelos";"PackPro";5
321;"Nino";"Caramelos";"KoolDesign";3
321;"Nino";"Caramelos";"LaKajita";3
321;"Nino";"Caramelos";"DisenoColor";6
322;"Adulto";"Queque";"PackPro";2
322;"Adulto";"Queque";"KoolDesign";6
322;"Adulto";"Queque";"LaKajita";4
322;"Adulto";"Queque";"DisenoColor";4
323;"Adulto";"Queque";"PackPro";3
323;"Adulto";"Queque";"KoolDesign";5
323;"Adulto";"Queque";"LaKajita";6
323;"Adulto";"Queque";"DisenoColor";6
324;"Nino";"Chocolate";"PackPro";6
324;"Nino";"Chocolate";"KoolDesign";2
324;"Nino";"Chocolate";"LaKajita";3
324;"Nino";"Chocolate";"DisenoColor";4
325;"Nino";"Caramelos";"PackPro";6
325;"Nino";"Caramelos";"KoolDesign";2
325;"Nino";"Caramelos";"LaKajita";7
325;"Nino";"Caramelos";"DisenoColor";5
326;"Adulto";"Chocolate";"PackPro";2
326;"Adulto";"Chocolate";"KoolDesign";6
326;"Adulto";"Chocolate";"LaKajita";6
326;"Adulto";"Chocolate";"DisenoColor";2
327;"Joven";"Caramelos";"PackPro";4
327;"Joven";"Caramelos";"KoolDesign";4
327;"Joven";"Caramelos";"LaKajita";3
327;"Joven";"Caramelos";"DisenoColor";1
328;"Nino";"Queque";"PackPro";6
328;"Nino";"Queque";"KoolDesign";2
328;"Nino";"Queque";"LaKajita";2
328;"Nino";"Queque";"DisenoColor";4
329;"Nino";"Galletas";"PackPro";5
329;"Nino";"Galletas";"KoolDesign";3
329;"Nino";"Galletas";"LaKajita";2
329;"Nino";"Galletas";"DisenoColor";4
330;"Joven";"Cuchufli";"PackPro";4
330;"Joven";"Cuchufli";"KoolDesign";4
330;"Joven";"Cuchufli";"LaKajita";6
330;"Joven";"Cuchufli";"DisenoColor";6
331;"Adulto";"Galletas";"PackPro";3
331;"Adulto";"Galletas";"KoolDesign";5
331;"Adulto";"Galletas";"LaKajita";2
331;"Adulto";"Galletas";"DisenoColor";2
332;"Nino";"Chocolate";"PackPro";7
332;"Nino";"Chocolate";"KoolDesign";1
332;"Nino";"Chocolate";"LaKajita";5
332;"Nino";"Chocolate";"DisenoColor";7
333;"Adulto";"Chocolate";"PackPro";3
333;"Adulto";"Chocolate";"KoolDesign";5
333;"Adulto";"Chocolate";"LaKajita";6
333;"Adulto";"Chocolate";"DisenoColor";4
334;"Adulto";"Cuchufli";"PackPro";2
334;"Adulto";"Cuchufli";"KoolDesign";6
334;"Adulto";"Cuchufli";"LaKajita";7
334;"Adulto";"Cuchufli";"DisenoColor";6
335;"Adulto";"Caramelos";"PackPro";3
335;"Adulto";"Caramelos";"KoolDesign";5
335;"Adulto";"Caramelos";"LaKajita";6
335;"Adulto";"Caramelos";"DisenoColor";6
336;"Nino";"Galletas";"PackPro";7
336;"Nino";"Galletas";"KoolDesign";1
336;"Nino";"Galletas";"LaKajita";3
336;"Nino";"Galletas";"DisenoColor";6
337;"Nino";"Caramelos";"PackPro";6
337;"Nino";"Caramelos";"KoolDesign";2
337;"Nino";"Caramelos";"LaKajita";1
337;"Nino";"Caramelos";"DisenoColor";6
338;"Joven";"Cuchufli";"PackPro";5
338;"Joven";"Cuchufli";"KoolDesign";3
338;"Joven";"Cuchufli";"LaKajita";6
338;"Joven";"Cuchufli";"DisenoColor";6
339;"Nino";"Queque";"PackPro";6
339;"Nino";"Queque";"KoolDesign";2
339;"Nino";"Queque";"LaKajita";5
339;"Nino";"Queque";"DisenoColor";2
340;"Nino";"Queque";"PackPro";5
340;"Nino";"Queque";"KoolDesign";3
340;"Nino";"Queque";"LaKajita";6
340;"Nino";"Queque";"DisenoColor";4
341;"Joven";"Caramelos";"PackPro";4
341;"Joven";"Caramelos";"KoolDesign";4
341;"Joven";"Caramelos";"LaKajita";5
341;"Joven";"Caramelos";"DisenoColor";2
342;"Joven";"Cuchufli";"PackPro";3
342;"Joven";"Cuchufli";"KoolDesign";5
342;"Joven";"Cuchufli";"LaKajita";3
342;"Joven";"Cuchufli";"DisenoColor";3
343;"Nino";"Alfajor";"PackPro";7
343;"Nino";"Alfajor";"KoolDesign";1
343;"Nino";"Alfajor";"LaKajita";5
343;"Nino";"Alfajor";"DisenoColor";4
344;"Nino";"Galletas";"PackPro";6
344;"Nino";"Galletas";"KoolDesign";2
344;"Nino";"Galletas";"LaKajita";7
344;"Nino";"Galletas";"DisenoColor";4
345;"Nino";"Galletas";"PackPro";5
345;"Nino";"Galletas";"KoolDesign";3
345;"Nino";"Galletas";"LaKajita";1
345;"Nino";"Galletas";"DisenoColor";1
346;"Joven";"Chocolate";"PackPro";4
346;"Joven";"Chocolate";"KoolDesign";3
346;"Joven";"Chocolate";"LaKajita";6
346;"Joven";"Chocolate";"DisenoColor";3
347;"Adulto";"Caramelos";"PackPro";3
347;"Adulto";"Caramelos";"KoolDesign";5
347;"Adulto";"Caramelos";"LaKajita";6
347;"Adulto";"Caramelos";"DisenoColor";3
348;"Nino";"Cuchufli";"PackPro";7
348;"Nino";"Cuchufli";"KoolDesign";1
348;"Nino";"Cuchufli";"LaKajita";3
348;"Nino";"Cuchufli";"DisenoColor";6
349;"Adulto";"Queque";"PackPro";2
349;"Adulto";"Queque";"KoolDesign";6
349;"Adulto";"Queque";"LaKajita";3
349;"Adulto";"Queque";"DisenoColor";6
350;"Adulto";"Queque";"PackPro";2
350;"Adulto";"Queque";"KoolDesign";6
350;"Adulto";"Queque";"LaKajita";5
350;"Adulto";"Queque";"DisenoColor";3
351;"Nino";"Galletas";"PackPro";6
351;"Nino";"Galletas";"KoolDesign";2
351;"Nino";"Galletas";"LaKajita";6
351;"Nino";"Galletas";"DisenoColor";1
352;"Adulto";"Alfajor";"PackPro";2
352;"Adulto";"Alfajor";"KoolDesign";6
352;"Adulto";"Alfajor";"LaKajita";2
352;"Adulto";"Alfajor";"DisenoColor";3
353;"Nino";"Caramelos";"PackPro";5
353;"Nino";"Caramelos";"KoolDesign";3
353;"Nino";"Caramelos";"LaKajita";2
353;"Nino";"Caramelos";"DisenoColor";2
354;"Joven";"Queque";"PackPro";4
354;"Joven";"Queque";"KoolDesign";5
354;"Joven";"Queque";"LaKajita";2
354;"Joven";"Queque";"DisenoColor";6
355;"Adulto";"Caramelos";"PackPro";2
355;"Adulto";"Caramelos";"KoolDesign";6
355;"Adulto";"Caramelos";"LaKajita";5
355;"Adulto";"Caramelos";"DisenoColor";6
356;"Joven";"Alfajor";"PackPro";3
356;"Joven";"Alfajor";"KoolDesign";5
356;"Joven";"Alfajor";"LaKajita";3
356;"Joven";"Alfajor";"DisenoColor";3
357;"Adulto";"Caramelos";"PackPro";3
357;"Adulto";"Caramelos";"KoolDesign";5
357;"Adulto";"Caramelos";"LaKajita";4
357;"Adulto";"Caramelos";"DisenoColor";7
358;"Nino";"Chocolate";"PackPro";6
358;"Nino";"Chocolate";"KoolDesign";2
358;"Nino";"Chocolate";"LaKajita";6
358;"Nino";"Chocolate";"DisenoColor";3
359;"Joven";"Cuchufli";"PackPro";4
359;"Joven";"Cuchufli";"KoolDesign";4
359;"Joven";"Cuchufli";"LaKajita";3
359;"Joven";"Cuchufli";"DisenoColor";3
360;"Nino";"Caramelos";"PackPro";6
360;"Nino";"Caramelos";"KoolDesign";2
360;"Nino";"Caramelos";"LaKajita";3
360;"Nino";"Caramelos";"DisenoColor";6
361;"Joven";"Cuchufli";"PackPro";5
361;"Joven";"Cuchufli";"KoolDesign";3
361;"Joven";"Cuchufli";"LaKajita";3
361;"Joven";"Cuchufli";"DisenoColor";7
362;"Nino";"Galletas";"PackPro";7
362;"Nino";"Galletas";"KoolDesign";1
362;"Nino";"Galletas";"LaKajita";3
362;"Nino";"Galletas";"DisenoColor";4
363;"Nino";"Chocolate";"PackPro";7
363;"Nino";"Chocolate";"KoolDesign";1
363;"Nino";"Chocolate";"LaKajita";3
363;"Nino";"Chocolate";"DisenoColor";4
364;"Joven";"Caramelos";"PackPro";5
364;"Joven";"Caramelos";"KoolDesign";3
364;"Joven";"Caramelos";"LaKajita";5
364;"Joven";"Caramelos";"DisenoColor";6
365;"Adulto";"Caramelos";"PackPro";2
365;"Adulto";"Caramelos";"KoolDesign";6
365;"Adulto";"Caramelos";"LaKajita";6
365;"Adulto";"Caramelos";"DisenoColor";4
366;"Adulto";"Chocolate";"PackPro";3
366;"Adulto";"Chocolate";"KoolDesign";5
366;"Adulto";"Chocolate";"LaKajita";2
366;"Adulto";"Chocolate";"DisenoColor";1
367;"Joven";"Chocolate";"PackPro";3
367;"Joven";"Chocolate";"KoolDesign";5
367;"Joven";"Chocolate";"LaKajita";2
367;"Joven";"Chocolate";"DisenoColor";3
368;"Nino";"Galletas";"PackPro";7
368;"Nino";"Galletas";"KoolDesign";1
368;"Nino";"Galletas";"LaKajita";1
368;"Nino";"Galletas";"DisenoColor";4
369;"Adulto";"Alfajor";"PackPro";2
369;"Adulto";"Alfajor";"KoolDesign";6
369;"Adulto";"Alfajor";"LaKajita";2
369;"Adulto";"Alfajor";"DisenoColor";2
370;"Nino";"Queque";"PackPro";7
370;"Nino";"Queque";"KoolDesign";1
370;"Nino";"Queque";"LaKajita";5
370;"Nino";"Queque";"DisenoColor";3
371;"Joven";"Queque";"PackPro";4
371;"Joven";"Queque";"KoolDesign";4
371;"Joven";"Queque";"LaKajita";3
371;"Joven";"Queque";"DisenoColor";6
372;"Adulto";"Cuchufli";"PackPro";3
372;"Adulto";"Cuchufli";"KoolDesign";5
372;"Adulto";"Cuchufli";"LaKajita";4
372;"Adulto";"Cuchufli";"DisenoColor";2
373;"Joven";"Cuchufli";"PackPro";3
373;"Joven";"Cuchufli";"KoolDesign";5
373;"Joven";"Cuchufli";"LaKajita";2
373;"Joven";"Cuchufli";"DisenoColor";2
374;"Joven";"Caramelos";"PackPro";4
374;"Joven";"Caramelos";"KoolDesign";5
374;"Joven";"Caramelos";"LaKajita";5
374;"Joven";"Caramelos";"DisenoColor";1
375;"Adulto";"Caramelos";"PackPro";1
375;"Adulto";"Caramelos";"KoolDesign";7
375;"Adulto";"Caramelos";"LaKajita";4
375;"Adulto";"Caramelos";"DisenoColor";3
376;"Nino";"Galletas";"PackPro";6
376;"Nino";"Galletas";"KoolDesign";2
376;"Nino";"Galletas";"LaKajita";4
376;"Nino";"Galletas";"DisenoColor";2
377;"Nino";"Galletas";"PackPro";5
377;"Nino";"Galletas";"KoolDesign";3
377;"Nino";"Galletas";"LaKajita";3
377;"Nino";"Galletas";"DisenoColor";2
378;"Adulto";"Queque";"PackPro";3
378;"Adulto";"Queque";"KoolDesign";5
378;"Adulto";"Queque";"LaKajita";2
378;"Adulto";"Queque";"DisenoColor";5
379;"Nino";"Cuchufli";"PackPro";6
379;"Nino";"Cuchufli";"KoolDesign";2
379;"Nino";"Cuchufli";"LaKajita";4
379;"Nino";"Cuchufli";"DisenoColor";6
380;"Adulto";"Chocolate";"PackPro";1
380;"Adulto";"Chocolate";"KoolDesign";7
380;"Adulto";"Chocolate";"LaKajita";4
380;"Adulto";"Chocolate";"DisenoColor";6
381;"Adulto";"Galletas";"PackPro";2
381;"Adulto";"Galletas";"KoolDesign";6
381;"Adulto";"Galletas";"LaKajita";4
381;"Adulto";"Galletas";"DisenoColor";5
382;"Nino";"Alfajor";"PackPro";6
382;"Nino";"Alfajor";"KoolDesign";2
382;"Nino";"Alfajor";"LaKajita";5
382;"Nino";"Alfajor";"DisenoColor";4
383;"Nino";"Cuchufli";"PackPro";6
383;"Nino";"Cuchufli";"KoolDesign";2
383;"Nino";"Cuchufli";"LaKajita";5
383;"Nino";"Cuchufli";"DisenoColor";7
384;"Joven";"Cuchufli";"PackPro";4
384;"Joven";"Cuchufli";"KoolDesign";4
384;"Joven";"Cuchufli";"LaKajita";3
384;"Joven";"Cuchufli";"DisenoColor";6
385;"Nino";"Alfajor";"PackPro";6
385;"Nino";"Alfajor";"KoolDesign";2
385;"Nino";"Alfajor";"LaKajita";4
385;"Nino";"Alfajor";"DisenoColor";3
386;"Adulto";"Alfajor";"PackPro";1
386;"Adulto";"Alfajor";"KoolDesign";7
386;"Adulto";"Alfajor";"LaKajita";1
386;"Adulto";"Alfajor";"DisenoColor";2
387;"Nino";"Galletas";"PackPro";6
387;"Nino";"Galletas";"KoolDesign";2
387;"Nino";"Galletas";"LaKajita";4
387;"Nino";"Galletas";"DisenoColor";4
388;"Nino";"Caramelos";"PackPro";7
388;"Nino";"Caramelos";"KoolDesign";1
388;"Nino";"Caramelos";"LaKajita";6
388;"Nino";"Caramelos";"DisenoColor";6
389;"Joven";"Galletas";"PackPro";4
389;"Joven";"Galletas";"KoolDesign";4
389;"Joven";"Galletas";"LaKajita";4
389;"Joven";"Galletas";"DisenoColor";4
390;"Joven";"Chocolate";"PackPro";5
390;"Joven";"Chocolate";"KoolDesign";3
390;"Joven";"Chocolate";"LaKajita";3
390;"Joven";"Chocolate";"DisenoColor";5
391;"Nino";"Alfajor";"PackPro";6
391;"Nino";"Alfajor";"KoolDesign";2
391;"Nino";"Alfajor";"LaKajita";5
391;"Nino";"Alfajor";"DisenoColor";1
392;"Nino";"Alfajor";"PackPro";5
392;"Nino";"Alfajor";"KoolDesign";3
392;"Nino";"Alfajor";"LaKajita";1
392;"Nino";"Alfajor";"DisenoColor";6
393;"Nino";"Chocolate";"PackPro";6
393;"Nino";"Chocolate";"KoolDesign";2
393;"Nino";"Chocolate";"LaKajita";6
393;"Nino";"Chocolate";"DisenoColor";4
394;"Joven";"Cuchufli";"PackPro";5
394;"Joven";"Cuchufli";"KoolDesign";3
394;"Joven";"Cuchufli";"LaKajita";4
394;"Joven";"Cuchufli";"DisenoColor";4
395;"Adulto";"Cuchufli";"PackPro";2
395;"Adulto";"Cuchufli";"KoolDesign";6
395;"Adulto";"Cuchufli";"LaKajita";6
395;"Adulto";"Cuchufli";"DisenoColor";6
396;"Joven";"Chocolate";"PackPro";4
396;"Joven";"Chocolate";"KoolDesign";4
396;"Joven";"Chocolate";"LaKajita";1
396;"Joven";"Chocolate";"DisenoColor";7
397;"Adulto";"Alfajor";"PackPro";1
397;"Adulto";"Alfajor";"KoolDesign";7
397;"Adulto";"Alfajor";"LaKajita";5
397;"Adulto";"Alfajor";"DisenoColor";5
398;"Nino";"Alfajor";"PackPro";6
398;"Nino";"Alfajor";"KoolDesign";2
398;"Nino";"Alfajor";"LaKajita";4
398;"Nino";"Alfajor";"DisenoColor";7
399;"Joven";"Chocolate";"PackPro";4
399;"Joven";"Chocolate";"KoolDesign";4
399;"Joven";"Chocolate";"LaKajita";7
399;"Joven";"Chocolate";"DisenoColor";2
400;"Joven";"Chocolate";"PackPro";3
400;"Joven";"Chocolate";"KoolDesign";5
400;"Joven";"Chocolate";"LaKajita";5
400;"Joven";"Chocolate";"DisenoColor";7
401;"Adulto";"Galletas";"PackPro";1
401;"Adulto";"Galletas";"KoolDesign";7
401;"Adulto";"Galletas";"LaKajita";3
401;"Adulto";"Galletas";"DisenoColor";2
402;"Joven";"Caramelos";"PackPro";4
402;"Joven";"Caramelos";"KoolDesign";4
402;"Joven";"Caramelos";"LaKajita";7
402;"Joven";"Caramelos";"DisenoColor";6
403;"Joven";"Chocolate";"PackPro";4
403;"Joven";"Chocolate";"KoolDesign";4
403;"Joven";"Chocolate";"LaKajita";3
403;"Joven";"Chocolate";"DisenoColor";4
404;"Joven";"Galletas";"PackPro";3
404;"Joven";"Galletas";"KoolDesign";5
404;"Joven";"Galletas";"LaKajita";2
404;"Joven";"Galletas";"DisenoColor";5
405;"Adulto";"Alfajor";"PackPro";2
405;"Adulto";"Alfajor";"KoolDesign";6
405;"Adulto";"Alfajor";"LaKajita";4
405;"Adulto";"Alfajor";"DisenoColor";3
406;"Adulto";"Caramelos";"PackPro";3
406;"Adulto";"Caramelos";"KoolDesign";5
406;"Adulto";"Caramelos";"LaKajita";5
406;"Adulto";"Caramelos";"DisenoColor";6
407;"Joven";"Chocolate";"PackPro";4
407;"Joven";"Chocolate";"KoolDesign";4
407;"Joven";"Chocolate";"LaKajita";5
407;"Joven";"Chocolate";"DisenoColor";5
408;"Joven";"Cuchufli";"PackPro";5
408;"Joven";"Cuchufli";"KoolDesign";3
408;"Joven";"Cuchufli";"LaKajita";2
408;"Joven";"Cuchufli";"DisenoColor";5
409;"Nino";"Galletas";"PackPro";5
409;"Nino";"Galletas";"KoolDesign";3
409;"Nino";"Galletas";"LaKajita";1
409;"Nino";"Galletas";"DisenoColor";7
410;"Joven";"Galletas";"PackPro";3
410;"Joven";"Galletas";"KoolDesign";5
410;"Joven";"Galletas";"LaKajita";7
410;"Joven";"Galletas";"DisenoColor";5
411;"Joven";"Cuchufli";"PackPro";4
411;"Joven";"Cuchufli";"KoolDesign";4
411;"Joven";"Cuchufli";"LaKajita";2
411;"Joven";"Cuchufli";"DisenoColor";3
412;"Joven";"Queque";"PackPro";5
412;"Joven";"Queque";"KoolDesign";3
412;"Joven";"Queque";"LaKajita";6
412;"Joven";"Queque";"DisenoColor";1
413;"Joven";"Queque";"PackPro";5
413;"Joven";"Queque";"KoolDesign";3
413;"Joven";"Queque";"LaKajita";6
413;"Joven";"Queque";"DisenoColor";7
414;"Nino";"Cuchufli";"PackPro";6
414;"Nino";"Cuchufli";"KoolDesign";2
414;"Nino";"Cuchufli";"LaKajita";5
414;"Nino";"Cuchufli";"DisenoColor";7
415;"Joven";"Caramelos";"PackPro";3
415;"Joven";"Caramelos";"KoolDesign";5
415;"Joven";"Caramelos";"LaKajita";4
415;"Joven";"Caramelos";"DisenoColor";2
416;"Joven";"Caramelos";"PackPro";4
416;"Joven";"Caramelos";"KoolDesign";4
416;"Joven";"Caramelos";"LaKajita";3
416;"Joven";"Caramelos";"DisenoColor";5
417;"Joven";"Galletas";"PackPro";5
417;"Joven";"Galletas";"KoolDesign";3
417;"Joven";"Galletas";"LaKajita";6
417;"Joven";"Galletas";"DisenoColor";7
418;"Adulto";"Queque";"PackPro";2
418;"Adulto";"Queque";"KoolDesign";6
418;"Adulto";"Queque";"LaKajita";4
418;"Adulto";"Queque";"DisenoColor";3
419;"Adulto";"Cuchufli";"PackPro";2
419;"Adulto";"Cuchufli";"KoolDesign";6
419;"Adulto";"Cuchufli";"LaKajita";3
419;"Adulto";"Cuchufli";"DisenoColor";1
420;"Adulto";"Queque";"PackPro";3
420;"Adulto";"Queque";"KoolDesign";5
420;"Adulto";"Queque";"LaKajita";1
420;"Adulto";"Queque";"DisenoColor";1
421;"Adulto";"Queque";"PackPro";2
421;"Adulto";"Queque";"KoolDesign";6
421;"Adulto";"Queque";"LaKajita";5
421;"Adulto";"Queque";"DisenoColor";5
422;"Adulto";"Galletas";"PackPro";2
422;"Adulto";"Galletas";"KoolDesign";6
422;"Adulto";"Galletas";"LaKajita";2
422;"Adulto";"Galletas";"DisenoColor";7
423;"Adulto";"Queque";"PackPro";1
423;"Adulto";"Queque";"KoolDesign";7
423;"Adulto";"Queque";"LaKajita";5
423;"Adulto";"Queque";"DisenoColor";1
424;"Nino";"Caramelos";"PackPro";5
424;"Nino";"Caramelos";"KoolDesign";3
424;"Nino";"Caramelos";"LaKajita";5
424;"Nino";"Caramelos";"DisenoColor";5
425;"Nino";"Chocolate";"PackPro";5
425;"Nino";"Chocolate";"KoolDesign";3
425;"Nino";"Chocolate";"LaKajita";5
425;"Nino";"Chocolate";"DisenoColor";4
426;"Joven";"Queque";"PackPro";5
426;"Joven";"Queque";"KoolDesign";3
426;"Joven";"Queque";"LaKajita";4
426;"Joven";"Queque";"DisenoColor";2
427;"Nino";"Alfajor";"PackPro";5
427;"Nino";"Alfajor";"KoolDesign";3
427;"Nino";"Alfajor";"LaKajita";4
427;"Nino";"Alfajor";"DisenoColor";3
428;"Nino";"Cuchufli";"PackPro";7
428;"Nino";"Cuchufli";"KoolDesign";1
428;"Nino";"Cuchufli";"LaKajita";3
428;"Nino";"Cuchufli";"DisenoColor";3
429;"Joven";"Chocolate";"PackPro";4
429;"Joven";"Chocolate";"KoolDesign";3
429;"Joven";"Chocolate";"LaKajita";3
429;"Joven";"Chocolate";"DisenoColor";4
430;"Nino";"Galletas";"PackPro";7
430;"Nino";"Galletas";"KoolDesign";1
430;"Nino";"Galletas";"LaKajita";2
430;"Nino";"Galletas";"DisenoColor";5
431;"Joven";"Caramelos";"PackPro";4
431;"Joven";"Caramelos";"KoolDesign";4
431;"Joven";"Caramelos";"LaKajita";6
431;"Joven";"Caramelos";"DisenoColor";5
432;"Joven";"Galletas";"PackPro";5
432;"Joven";"Galletas";"KoolDesign";3
432;"Joven";"Galletas";"LaKajita";6
432;"Joven";"Galletas";"DisenoColor";2
433;"Adulto";"Galletas";"PackPro";2
433;"Adulto";"Galletas";"KoolDesign";6
433;"Adulto";"Galletas";"LaKajita";5
433;"Adulto";"Galletas";"DisenoColor";5
434;"Adulto";"Queque";"PackPro";2
434;"Adulto";"Queque";"KoolDesign";6
434;"Adulto";"Queque";"LaKajita";4
434;"Adulto";"Queque";"DisenoColor";5
435;"Nino";"Cuchufli";"PackPro";7
435;"Nino";"Cuchufli";"KoolDesign";1
435;"Nino";"Cuchufli";"LaKajita";6
435;"Nino";"Cuchufli";"DisenoColor";7
436;"Joven";"Caramelos";"PackPro";3
436;"Joven";"Caramelos";"KoolDesign";5
436;"Joven";"Caramelos";"LaKajita";1
436;"Joven";"Caramelos";"DisenoColor";1
437;"Nino";"Chocolate";"PackPro";5
437;"Nino";"Chocolate";"KoolDesign";3
437;"Nino";"Chocolate";"LaKajita";4
437;"Nino";"Chocolate";"DisenoColor";6
438;"Adulto";"Chocolate";"PackPro";2
438;"Adulto";"Chocolate";"KoolDesign";7
438;"Adulto";"Chocolate";"LaKajita";6
438;"Adulto";"Chocolate";"DisenoColor";4
439;"Joven";"Cuchufli";"PackPro";3
439;"Joven";"Cuchufli";"KoolDesign";5
439;"Joven";"Cuchufli";"LaKajita";1
439;"Joven";"Cuchufli";"DisenoColor";5
440;"Joven";"Chocolate";"PackPro";4
440;"Joven";"Chocolate";"KoolDesign";4
440;"Joven";"Chocolate";"LaKajita";1
440;"Joven";"Chocolate";"DisenoColor";6
441;"Nino";"Chocolate";"PackPro";5
441;"Nino";"Chocolate";"KoolDesign";3
441;"Nino";"Chocolate";"LaKajita";5
441;"Nino";"Chocolate";"DisenoColor";4
442;"Joven";"Queque";"PackPro";4
442;"Joven";"Queque";"KoolDesign";4
442;"Joven";"Queque";"LaKajita";1
442;"Joven";"Queque";"DisenoColor";6
443;"Adulto";"Alfajor";"PackPro";2
443;"Adulto";"Alfajor";"KoolDesign";6
443;"Adulto";"Alfajor";"LaKajita";2
443;"Adulto";"Alfajor";"DisenoColor";5
444;"Adulto";"Galletas";"PackPro";2
444;"Adulto";"Galletas";"KoolDesign";6
444;"Adulto";"Galletas";"LaKajita";3
444;"Adulto";"Galletas";"DisenoColor";3
445;"Joven";"Caramelos";"PackPro";3
445;"Joven";"Caramelos";"KoolDesign";5
445;"Joven";"Caramelos";"LaKajita";4
445;"Joven";"Caramelos";"DisenoColor";5
446;"Adulto";"Caramelos";"PackPro";2
446;"Adulto";"Caramelos";"KoolDesign";6
446;"Adulto";"Caramelos";"LaKajita";2
446;"Adulto";"Caramelos";"DisenoColor";6
447;"Nino";"Chocolate";"PackPro";6
447;"Nino";"Chocolate";"KoolDesign";2
447;"Nino";"Chocolate";"LaKajita";4
447;"Nino";"Chocolate";"DisenoColor";5
448;"Adulto";"Galletas";"PackPro";2
448;"Adulto";"Galletas";"KoolDesign";6
448;"Adulto";"Galletas";"LaKajita";7
448;"Adulto";"Galletas";"DisenoColor";3
449;"Adulto";"Cuchufli";"PackPro";2
449;"Adulto";"Cuchufli";"KoolDesign";6
449;"Adulto";"Cuchufli";"LaKajita";2
449;"Adulto";"Cuchufli";"DisenoColor";4
450;"Joven";"Alfajor";"PackPro";5
450;"Joven";"Alfajor";"KoolDesign";3
450;"Joven";"Alfajor";"LaKajita";5
450;"Joven";"Alfajor";"DisenoColor";3
451;"Adulto";"Queque";"PackPro";2
451;"Adulto";"Queque";"KoolDesign";6
451;"Adulto";"Queque";"LaKajita";2
451;"Adulto";"Queque";"DisenoColor";6
452;"Joven";"Caramelos";"PackPro";4
452;"Joven";"Caramelos";"KoolDesign";4
452;"Joven";"Caramelos";"LaKajita";4
452;"Joven";"Caramelos";"DisenoColor";1
453;"Nino";"Galletas";"PackPro";6
453;"Nino";"Galletas";"KoolDesign";2
453;"Nino";"Galletas";"LaKajita";4
453;"Nino";"Galletas";"DisenoColor";2
454;"Joven";"Alfajor";"PackPro";4
454;"Joven";"Alfajor";"KoolDesign";4
454;"Joven";"Alfajor";"LaKajita";4
454;"Joven";"Alfajor";"DisenoColor";2
455;"Nino";"Queque";"PackPro";7
455;"Nino";"Queque";"KoolDesign";1
455;"Nino";"Queque";"LaKajita";4
455;"Nino";"Queque";"DisenoColor";1
456;"Nino";"Cuchufli";"PackPro";5
456;"Nino";"Cuchufli";"KoolDesign";3
456;"Nino";"Cuchufli";"LaKajita";6
456;"Nino";"Cuchufli";"DisenoColor";4
457;"Joven";"Chocolate";"PackPro";4
457;"Joven";"Chocolate";"KoolDesign";4
457;"Joven";"Chocolate";"LaKajita";5
457;"Joven";"Chocolate";"DisenoColor";7
458;"Joven";"Galletas";"PackPro";3
458;"Joven";"Galletas";"KoolDesign";5
458;"Joven";"Galletas";"LaKajita";2
458;"Joven";"Galletas";"DisenoColor";7
459;"Joven";"Galletas";"PackPro";5
459;"Joven";"Galletas";"KoolDesign";3
459;"Joven";"Galletas";"LaKajita";5
459;"Joven";"Galletas";"DisenoColor";6
460;"Joven";"Caramelos";"PackPro";4
460;"Joven";"Caramelos";"KoolDesign";4
460;"Joven";"Caramelos";"LaKajita";1
460;"Joven";"Caramelos";"DisenoColor";3
461;"Nino";"Chocolate";"PackPro";6
461;"Nino";"Chocolate";"KoolDesign";2
461;"Nino";"Chocolate";"LaKajita";6
461;"Nino";"Chocolate";"DisenoColor";5
462;"Adulto";"Caramelos";"PackPro";2
